-0.046506225,0.039380251,0.00930902,0.026081528,0.017402961,0.001810843,0.004661587,0.037537823,0.013382737,0.000444068,0.019431802,-0.01198045,0.01245914,0.023596108,0.016705659,0.039811895,0.030848909,0.017392674,0.011883653,0.010940293,0.004925701,0.007448116,-0.012855166,0.001348937,0.029571581,0.017558718,0.002290858,0.053792428,0.012702968,0.011284087,0.054262859,-0.000677736,0,-0.028262751,0.002592914,0.010666768,-0.018209911,-0.010298752,0.00451468,0.005319161,0.084882962,0.010362787,0.036988569,0.015686596,0.055843736,-0.023289891,-0.012480661,-0.021202208,-0.009357788,0,-0.000876808
0.191207608,-0.010787641,0.013183815,0.027229335,0.010046483,0.010967491,0.000239223,0.011818985,0.022627724,0.011380228,0.032026139,0.042293896,0.015499658,-0.003436771,0.014477235,0.004844591,0.061849635,0.02900722,0.019261221,-0.032523262,0.002244973,-0.002036392,-0.002496405,0.023627187,0.002268323,0.014082575,-0.006200143,-0.051652191,0.005059989,0.00944068,-0.026160826,0.004059545,0.040731287,-0.030788886,0.028925879,0.031334156,0.036094144,0.002068253,-0.006024115,0.010554188,-0.0104713,0.034735764,0.013180905,0.015444322,-0.051910042,-0.015638894,0.003134799,0.019802627,0.015688259,0.065463041,-0.00881063
-0.1954762,0.007689213,0.021882909,0.021092594,0.001960391,0.003263614,-0.001471226,0.035358563,0.014925022,0.010313531,-0.01100933,0.004751435,0.012164022,0.009232392,0.005918302,0.014948426,-0.018339292,0.001776682,0.013585351,0.060153713,0.008928561,-0.0238909,0.015510841,0.027400015,0.025740989,0.00801355,-0.041759215,-0.004049874,0.015782283,0.002867659,-0.062773012,-0.027380218,0.031431159,-0.002276609,0.035019026,0.022872662,-0.008902136,0.014359221,0.016479774,0,-0.019263299,0.004258346,0.036539924,-0.006406172,0.039587357,-0.005854818,0.01244184,-0.011267725,-0.053132773,-0.015297937,0.011876102
0.035481901,0.009826953,0.020848802,0.021684162,0.027098521,0.006188663,-0.00604733,0.032026246,0.018433877,0.010287658,0.013730117,-0.003356356,0.00588535,0.00599425,0.033923754,0.028117098,0.041248063,0.022826449,0.010551624,0.013902751,0.030582835,-0.01805779,-0.009263033,0.037636146,0.016032229,0.02147233,0.028440457,0.071006073,0.018251306,0.006098836,-0.06014366,0.074851227,0.012578782,0.078858575,-0.00568414,0.027263151,0.062113825,0.036003889,0.016212588,0.04365263,0.050353886,0.032058495,0.021689973,0.068307118,0.017633372,0.061487777,-0.00620157,0.048385388,0.087454934,0.047768322,0.034804802
0.021001527,0.012381378,0.021917535,0.014920783,0.011758784,0.014315124,-0.00622896,0.028630261,0.005172235,0.009571175,0.014641948,0.001778223,0.000342576,0.006507762,0.007779745,0.033714551,0.021519605,0.019284365,-2.77E-05,0.007968487,0.040054676,-0.016401224,0.023800899,0.014253316,0.031156572,0.006862664,-0.011749723,0.088705041,0.020011336,0.002087413,0.026219989,0.004497277,0.011049836,-0.006339165,0.00162734,0.038374013,-0.014104606,0.015594858,-0.00881063,0.010000083,0.002547772,0.017675511,0.025041437,-0.027999395,-0.043850056,-0.005537113,0.035144946,0.042278423,-0.044045341,0.022117805,-0.020909659
0.125302212,0.007326343,0.021609671,0.024123232,0.034158458,0.014411277,-0.002356905,0.021824805,-0.027760831,0.009928316,-0.002623286,0.032077959,0.017367159,0.003364893,-0.005642466,0.018255668,0.018847017,0.023845243,0.027248005,0.023716491,-0.061840328,-0.006213681,0.00646773,-0.010566382,-0.054460982,0.006799824,-0.040328165,-0.103078673,0.014242946,0.001508633,0.069214037,0.003200003,0.021067718,0.024602131,0.07402086,0.045985113,-0.049500644,0.01153859,0.01027155,-0.020101179,0.060474932,0.017368506,0.011349428,0.007380107,-0.035486686,0.043461484,0.01342302,0.002583981,0.02226515,-0.003129893,-0.010403215
-0.080563599,-0.02096969,0.009802042,0.007145103,0.019988564,0.016587458,0.0021201,0.010103097,-0.024181192,0.010938983,-0.076186758,0.017204745,0.015215799,0.018066949,-0.072811131,0.015710578,0.028474379,0.009511953,-0.014429555,0.015873302,0.043340082,0.009881557,-0.034561343,-0.027031763,0.050570512,0.006037548,-0.036450751,0.024851596,0.000389634,0.001262103,0.000619003,-0.051125157,0.026544359,0.006699329,0.043581491,0.008948606,-0.170451981,0.003816799,0.017366572,-0.081948075,0.063227782,0.022266801,-0.068768983,-0.023559676,0.056297952,0.012153386,-0.020958851,-0.028797802,0.136124621,0.021706279,0.013847041
0.007155028,0.015956865,0.017794312,0.021090716,-0.000152897,0.012109581,0.00121971,-0.003807616,-0.016783555,0.014026477,-0.078585391,0.009750565,-9.56E-05,-0.006422829,-0.006502134,0.020324032,0.004552494,0.007292518,-0.016763275,0.002995571,-0.017482747,-0.012148728,-0.008782273,-0.003553727,0.004833735,0.004575775,-0.041606059,-0.00095174,0.006146313,0.001412904,-0.076490855,0.029160449,0.016239396,-0.014485509,-0.029338371,0.043579881,-0.012466769,0.015123162,0.001433692,-0.030771659,0.043449232,0.0064558,-0.028612306,-0.027991649,-0.021364822,0.006804528,-0.041704885,-0.022835109,-0.005453567,-0.009245058,-0.003875139
0.01542631,0.002684237,-0.007079895,0.024188367,0.004807396,0.021585563,3.49E-05,0.002580975,-0.016089126,0.008408052,-0.018789559,0.011320832,0.008323471,-0.004000185,0.015058899,0.009842561,-0.003195013,0.004551118,-0.004239486,0.009950254,-0.009019522,-0.009957296,-0.056768489,-0.01048785,-0.009225032,0.009638656,0.013368531,0.004943585,0.022148994,-0.002192166,0.015904908,0.014911135,0.02230102,-0.061243625,0.016608612,0.021097829,0.010695289,0.00747667,0.002861232,0.019691213,-0.002694693,-0.00128783,-0.021656452,0.030497916,0.073118715,-0.018426423,-0.078729165,0.010810916,-0.002920776,-0.0062112,-0.006926435
0.012562619,-0.012023964,-0.032659047,0.035694048,0.028124238,0.013110581,0.000615949,-0.019625258,-0.008985517,0.002123238,-0.019297644,0.016706432,0.008342427,0.043198192,0.023127624,-0.001088864,-0.0074713,0.001546566,0.004702776,-0.003004602,-0.019168209,0.00170774,0.007876823,0.017505255,0.04403554,0.008255284,0.040167372,-0.026265734,0.000153622,0.000964647,0.022750412,-0.058294648,0.042559614,-0.055823148,-0.031229304,0.010384309,0.01408474,0.003717476,0.002853069,0.100613892,-0.024031741,0.0051414,-0.000706464,-0.053997692,-0.043656683,-0.02529056,0.045045146,0.014676714,-0.007339482,-0.050473824,-0.017086944
